model number,number of steady states,number of runs that converged,AMPK,mTOR,SNAIL ,ZEB,miR200,miR34
4542,2,22,4.753132,-0.03408,-2.69,-20.758223,7.256951,6.204583
4543,3,79,4.115339,-2.029289,-12.240258,-14.856675,7.384312,5.999893
4543,3,15,1.124652,5.921865,-0.47404,8.344412,-4.34202,5.050608
4543,3,6,1.124179,6.440421,1.883487,10.214251,-6.055628,2.583111
4544,1,100,5.669631,-5.264276,-1.643336,-12.770777,0.614691,1.91202
4545,1,100,2.078703,-0.670385,-2.055943,-9.704961,5.452064,6.719829
4546,1,100,3.867073,-0.199329,-7.328612,-16.090746,5.186832,7.148579
4547,1,100,-0.282995,7.252348,4.473296,10.924501,-7.652595,1.443834
4548,1,100,0.654262,6.901044,0.016607,9.028058,-3.843443,2.709289
4549,1,100,4.378506,-6.064592,-6.512982,-17.45687,8.373616,6.783235
4550,2,27,1.151274,7.015264,1.61773,7.089056,-4.915629,1.081904
4550,2,73,4.143292,-4.688014,-9.422514,-22.245997,6.062795,6.339487
4551,1,100,4.133202,-3.853042,-5.294763,-19.732494,3.918756,6.083423
4552,1,100,-1.285001,6.984721,-0.555133,7.315228,-2.985997,4.726975
4553,2,62,3.2794,5.683556,3.854167,0.621678,0.163097,-0.756492
4553,2,38,4.016776,-0.851223,-3.765831,-16.902802,6.239698,5.775427
4554,3,33,-0.638881,5.969515,1.133722,8.247344,-8.367451,3.455224
4554,3,16,3.504217,-1.430932,-2.806357,-11.309782,2.102802,5.705344
4554,3,51,3.502944,1.880963,-0.58255,3.258989,-3.116545,3.465855
4555,1,100,3.07706,-1.647395,-5.839958,-17.05282,6.989904,7.17359
4556,1,100,-0.876109,6.713256,3.470979,6.924702,-8.465787,-1.448833
4557,2,66,2.725082,-0.570849,-9.362483,-19.586101,5.516017,7.899019
4557,2,34,1.022418,5.381695,-0.413629,8.420467,-0.262187,1.867632
4558,3,96,5.116197,-5.126905,-6.565679,-15.947347,8.207415,9.090167
4558,3,3,2.031066,4.577472,0.348181,-0.899493,2.029761,7.694091
4558,3,1,2.031066,4.577472,0.348181,5.064369,-2.302847,7.694091
4559,1,100,1.189569,6.682787,2.568737,9.327379,-7.618345,0.782593
4560,1,100,4.267546,-5.313937,-6.467275,-21.486937,7.7347,5.415477
4561,2,62,0.696261,5.858316,2.107284,10.348021,-8.207945,1.281396
4561,2,38,3.591096,-1.663414,-4.057109,-15.110036,5.329503,5.626744
4562,2,69,5.986915,-2.946701,-9.042638,-12.752962,8.304788,5.973389
4562,2,31,1.678844,7.280605,4.471011,10.022079,-2.46329,-0.144593
4563,1,100,2.411526,0.466789,-5.409025,-10.663626,4.917839,6.972781
4564,1,100,4.362205,-5.424678,-5.836871,-14.95966,9.40293,4.695982
4565,1,100,5.295361,-1.978886,-11.960175,-20.162286,9.490253,9.056232
4566,3,47,6.042808,1.722265,0.808055,-6.420991,-1.196807,1.362822
4566,3,33,6.042808,1.722265,0.808055,4.514565,-5.983488,1.362818
4566,3,20,6.043048,-3.855002,-7.44932,-22.214329,5.230044,7.563956
4567,2,94,3.878084,4.709708,-0.312736,7.816728,-4.342689,2.197778
4567,2,6,4.259379,-2.060412,-7.975778,-19.678262,4.896574,7.22894
4568,1,100,4.147148,-3.945626,-4.116695,-22.797627,4.619266,8.135744
4569,2,43,-2.391257,7.666072,-1.079804,7.940751,-4.355697,6.940298
4569,2,57,-2.391397,7.685675,1.044601,10.262239,-5.927581,2.560881
4570,2,72,4.061152,-1.117357,-5.365179,-15.912702,4.357634,5.322058
4570,2,28,3.486917,4.740846,0.997865,10.682947,-4.764942,2.228121
4571,3,37,3.75684,3.267285,-0.702118,1.575399,-0.332376,2.702423
4571,3,34,3.75684,3.267285,-0.702118,-6.867632,4.513639,2.702423
4571,3,29,4.539398,-2.992807,-6.2578,-18.477718,5.567205,3.172197
4572,1,100,0.96065,7.045841,2.65816,9.043936,-2.636553,0.312347
4573,3,17,3.557998,-3.651729,-9.368774,-16.71366,0.170917,7.316302
4573,3,55,-1.141785,4.330725,-2.015779,2.058758,-11.031319,6.747959
4573,3,28,-1.141823,6.319608,2.218414,6.179882,-12.185807,3.988951
4574,1,100,3.09136,5.723852,1.436215,5.727404,-2.483129,2.391257
4575,1,100,3.225717,-1.216326,-9.958395,-19.667021,6.090578,5.246613
4576,1,100,3.601036,-0.831669,-11.634618,-18.732697,7.141792,6.875031
4577,2,60,-0.116157,3.695919,0.520891,10.139469,-5.816676,1.395093
4577,2,40,3.513183,-0.057996,-5.660985,-17.715132,5.866929,6.332182
4578,2,44,-0.321814,6.526096,2.803899,10.124424,-9.61706,0.96968
4578,2,56,4.053824,-1.643557,-9.415563,-18.767805,4.198359,6.468068
4579,3,36,3.287897,5.262604,-0.301112,5.126523,-0.818873,8.367062
4579,3,60,3.966202,-2.536357,-5.477741,-13.200699,5.793187,9.007071
4579,3,4,3.287897,5.262604,-0.301112,-2.765011,4.76198,8.367062
4580,2,87,1.243128,6.840971,2.144464,9.506666,-7.155871,0.290473
4580,2,13,6.268438,2.378032,-4.966995,-13.02145,4.546996,6.639515
4581,2,65,2.921745,8.461638,-0.262184,5.41589,-4.3497,5.935755
4581,2,35,2.921745,8.461638,-0.262184,-3.827465,2.1238,5.935755
4582,1,100,-0.835565,6.26723,3.884957,8.65206,-11.973692,0.723347
4583,2,80,2.709748,-1.232753,-7.303639,-12.812487,6.984193,8.599933
4583,2,20,-0.748278,4.616361,1.558162,7.898334,-5.326829,2.63136
4584,1,100,4.116148,-6.40294,-9.309272,-18.355295,6.417001,6.522024
4585,1,100,4.262397,-2.911412,-4.648899,-15.845601,6.332699,3.434233
4586,1,100,6.037128,-0.660742,-2.706798,-18.734745,6.210048,2.819358
4587,1,100,-0.478464,7.805134,2.368021,5.349929,-10.299569,2.262832
4588,2,26,3.798104,-1.087913,-6.03501,-15.115898,4.326984,5.334698
4588,2,74,0.569656,5.416183,0.875044,8.283759,-3.060672,-0.534891
4589,1,100,3.088001,-3.356001,-5.197983,-12.28369,5.924284,6.21982
4590,2,31,3.819707,-0.164583,-2.876952,-15.835483,6.106026,6.125826
4590,2,69,0.696424,5.663926,1.050971,6.613251,-5.132741,5.811295
4591,1,100,-1.552072,8.940086,0.603443,7.58714,-10.064007,2.435443
4592,3,24,4.061858,2.306043,-3.511665,-10.85806,5.530065,1.475555
4592,3,51,4.061858,2.306043,-3.511665,-1.05761,0.709571,1.475553
4592,3,25,-0.294672,5.129115,1.527614,11.131309,-4.351295,1.105617
4593,1,100,1.116168,4.929223,5.182917,8.947579,-10.649523,1.851387
4594,1,100,-2.686286,6.095097,3.374857,6.372672,-12.074626,4.511167
4595,1,100,-0.902407,6.953084,4.071053,5.464308,-10.545272,0.423189
4596,1,100,0.518087,8.585411,0.415318,5.410167,-5.910291,4.465239
4597,2,42,4.868139,-2.601693,-5.902198,-22.272807,6.50417,7.009943
4597,2,58,3.510056,4.130417,0.448547,-9.02759,5.034998,5.541689
4598,2,65,1.204946,8.308614,-0.396345,4.721178,0.492907,0.2305
4598,2,35,4.437821,1.368011,-2.710724,-16.697811,7.491689,1.821655
4599,1,100,3.794697,-4.661917,-3.861042,-23.028902,3.705522,6.70174
4600,1,100,1.576098,3.241621,0.265911,8.06849,-4.017643,1.594078
4601,2,73,2.599953,7.439215,0.208979,5.492289,-9.749002,4.790213
4601,2,27,3.691706,0.319201,-5.349522,-16.438554,3.61531,6.161711
4602,2,79,2.867512,1.988146,-3.15915,2.645184,-3.986436,7.192877
4602,2,21,2.867512,1.988146,-3.15915,-8.858381,2.308309,7.192877
4603,3,67,3.338019,-0.126023,-8.561614,-18.015248,7.205534,3.346454
4603,3,10,0.475364,5.163808,-1.124051,1.631855,3.286288,2.649608
4603,3,23,0.475364,5.163808,-1.124051,-5.845938,5.4859,2.649608
4604,3,60,4.382637,-1.745354,-5.031646,-21.030346,7.295058,8.598431
4604,3,19,0.633313,7.690408,1.309416,7.183882,-7.779246,3.823395
4604,3,21,0.633315,7.18585,0.080433,-4.624606,-0.712643,7.93465
4605,1,100,-3.475869,6.375397,6.28392,9.739052,-10.071733,0.936029
4606,1,100,5.242749,-3.898933,-3.682431,-16.38698,6.518832,7.855567
4607,1,100,-1.182056,7.42628,0.62815,8.648678,-5.599284,3.413741
4608,2,71,3.977931,-3.371343,-10.678699,-11.617212,5.820394,5.364466
4608,2,29,1.460849,5.130317,-2.633321,6.580269,-2.544805,5.364382
4609,3,41,3.609545,-0.828485,-7.855228,-23.88549,6.424592,8.399491
4609,3,46,0.745635,5.583566,-0.414737,-12.25462,1.978227,8.021027
4609,3,13,0.745585,5.606488,2.953599,5.869253,-7.652413,2.297764
4610,2,50,1.687102,8.975335,0.073492,7.786884,-3.367174,4.315258
4610,2,50,1.687102,8.975335,0.073492,-2.248215,1.617689,4.315258
4611,1,100,4.089403,-4.068811,-9.38796,-16.103829,6.137886,7.263917
4612,2,95,4.865731,-4.693937,-8.661936,-10.931522,3.975286,6.33383
4612,2,5,1.81909,4.936112,1.060165,5.657483,-9.600606,3.057518
4613,1,100,3.810722,-5.939429,-5.436564,-20.787492,6.159039,8.120629
4614,1,100,2.309837,3.545133,-2.302196,-9.978699,5.176954,6.477762
4615,2,89,3.890371,-3.582415,-2.74123,-12.418376,7.467631,4.780302
4615,2,11,-0.328699,5.004921,2.649502,10.740399,-4.825753,2.883858
4616,1,100,3.72442,-7.136567,-2.40712,-12.612283,4.257689,7.261251
4617,1,100,3.136823,-5.32977,-9.458213,-17.750217,4.936611,9.644042
4618,1,100,3.504849,-2.372254,-3.914303,-12.757336,5.522295,1.811814
4619,1,100,1.148713,7.299182,1.141964,8.928163,-5.792319,1.838207
4620,2,34,3.579568,-3.741252,-8.532519,-18.937462,6.833176,7.080589
4620,2,66,-1.430621,8.038442,-0.265445,2.189252,-4.761633,5.85209
4621,1,100,3.752201,-8.801442,-2.282919,-8.236308,5.111743,4.549065
4622,2,66,2.152033,4.35961,5.191936,9.442547,-8.245907,0.864797
4622,2,34,2.781884,0.891459,-4.629117,-10.479961,2.43966,6.652995
4623,2,30,2.76035,1.783388,-3.767555,-10.831059,5.406665,5.292245
4623,2,70,-2.413015,6.66411,2.550624,8.812632,-4.679592,-1.23575
4624,2,69,4.440735,-4.861428,-6.98617,-16.40464,6.81028,6.186137
4624,2,31,1.916,6.577855,4.184681,10.167336,-4.384038,0.992595
4625,1,100,-0.536661,8.086571,2.680994,7.469806,-9.42025,2.305443
4626,1,100,5.317403,-2.46145,-8.12672,-19.35334,7.00351,6.232161
4627,1,100,0.775016,4.615472,2.871585,8.372384,-6.170769,-1.15784
4628,1,100,5.494077,-4.599112,-9.458257,-22.444119,6.853935,6.74215
4629,2,92,5.782733,-6.005346,-7.990738,-18.619525,7.045323,7.37208
4629,2,8,2.082205,6.313122,2.015554,7.937196,-8.401743,3.242681
4630,1,100,3.331343,1.490062,0.250159,-5.976626,-2.658566,3.053214
4631,1,100,1.896167,0.074062,-3.009332,-9.69847,6.042506,6.718767
4632,1,100,0.74329,6.891584,2.438554,9.838687,-9.977284,1.966911
4633,1,100,3.520961,-3.360376,-4.337211,-17.543692,7.207964,7.768283
4634,2,97,4.330487,5.109157,1.821182,5.46933,-2.393548,2.245536
4634,2,3,4.523131,0.170157,-3.112332,-18.27517,4.483134,6.675081
4635,2,72,5.402821,-4.47473,-8.862001,-22.916955,8.522323,6.518629
4635,2,28,2.322744,6.372933,2.791046,5.967656,-2.509105,3.896636
4636,2,20,3.809914,0.764123,-3.731607,-19.691203,5.636445,8.200459
4636,2,80,0.752017,8.102755,2.423057,9.0778,-8.352015,1.572417
4637,3,43,4.101209,-2.961472,-3.22019,-18.357447,7.803194,3.771475
4637,3,48,3.75378,1.7107,-0.794324,-15.785958,2.762082,1.847713
4637,3,9,4.101655,-3.905649,-6.793019,-22.34256,7.806187,5.792671
4638,3,17,2.400554,4.916791,-0.129667,-3.324965,1.707108,6.329094
4638,3,26,2.400554,4.916791,-0.129667,5.719848,-3.38063,6.329094
4638,3,57,3.86061,-0.784353,-6.001582,-14.940932,7.433249,7.631364
4639,1,100,5.176383,-5.579086,-8.493636,-20.81888,2.272632,7.754301
4640,2,96,4.60048,-2.759699,-9.856014,-21.570603,6.885193,7.193829
4640,2,4,0.380742,5.625284,1.617567,10.102283,-8.342139,0.984716
4641,1,100,-0.025018,6.279736,-0.070758,5.712255,-8.485437,5.300952
4642,3,57,2.820176,0.618587,-6.802521,4.127185,-3.077492,5.253759
4642,3,37,-2.232454,5.986521,0.750357,11.142704,-11.85235,2.257327
4642,3,6,2.820177,0.618586,-6.802522,-6.81328,2.870268,5.253759
4643,2,74,2.893869,6.646038,2.62819,11.389283,-2.554078,1.582442
4643,2,26,4.242465,-0.282629,-3.969189,-17.287778,9.151442,6.596764
4644,2,72,-2.669921,5.564139,-0.001106,6.933792,-10.652121,6.429035
4644,2,28,2.039382,-0.05406,-2.537949,-9.956018,3.073705,6.885994
4645,1,100,-0.967762,6.852286,4.976928,11.39593,-6.804048,2.759033
4646,3,32,0.716254,4.241129,-0.564776,5.830672,-7.38476,7.177941
4646,3,47,4.193899,-2.467551,-8.951064,-18.128558,6.431349,7.744979
4646,3,21,0.716254,4.241129,-0.564776,-1.677515,-0.987122,7.177941
4647,1,100,4.899609,-4.445621,-5.957297,-17.227229,4.646559,6.895198
4648,1,100,-2.720985,8.176039,1.382774,10.802785,-12.473548,0.588786
4649,2,43,2.475793,6.038005,1.634845,9.172183,-4.820909,-3.109702
4649,2,57,4.644557,-2.67395,-0.899845,-4.738078,6.712608,0.648305
4650,1,100,5.230705,-4.763942,-9.188717,-21.501929,6.09466,8.437743
4651,1,100,-4.219086,4.659188,-0.133431,6.207572,-2.369854,1.046914
4652,1,100,0.61249,5.311641,0.046023,8.284663,-9.322285,2.571734
4653,1,100,4.390337,-3.208404,-11.195437,-16.34632,5.788835,7.415483
4654,1,100,1.830968,4.112215,2.603214,10.987705,-6.45285,2.101751
4655,1,100,-0.133409,7.254423,1.680752,7.651725,-6.678219,1.697527
4656,1,100,4.332943,-3.542722,-6.949436,-22.637638,5.850654,8.752624
4657,1,100,-1.586227,6.667325,2.133814,9.754617,-0.286573,1.987111
4658,1,100,2.220758,6.02145,3.761852,10.557867,-3.458874,1.938674
4659,3,47,4.378441,0.625454,0.901607,2.538789,-0.549977,-0.57491
4659,3,37,4.378657,-4.240109,-3.199,-12.939315,6.149101,5.855784
4659,3,16,2.514662,4.928314,2.102508,11.811425,-6.200336,-0.587051
4660,2,56,4.709973,-1.111801,-7.432803,-14.681895,4.066176,6.161887
4660,2,44,2.464074,5.348172,0.971422,9.696967,-10.675717,4.747539
4661,1,100,6.313295,-0.90712,-3.219039,-13.533069,0.267035,7.60047
4662,1,100,3.754427,6.304359,0.641224,8.931805,-4.110851,0.8996
4663,2,35,1.918177,6.398849,1.190004,8.974768,-3.534184,2.587953
4663,2,65,2.02359,6.107013,-2.132182,1.243692,1.97981,8.440166
4664,3,73,2.837357,2.521051,-0.451802,-5.454149,4.381499,2.022645
4664,3,23,2.837358,2.52105,-0.451802,6.475176,-1.055091,2.022646
4664,3,4,2.837358,2.52105,-0.451802,0.818652,2.061982,2.022646
4665,1,100,1.936289,4.427653,3.137641,9.732235,-5.757582,-0.334304
4666,2,82,3.83193,-2.992909,-10.140059,-24.241759,7.68686,8.354582
4666,2,18,0.214584,6.901133,0.216896,6.186068,-1.785809,2.295889
4667,2,94,3.718552,-3.699022,-8.70344,-19.490136,6.910154,6.828413
4667,2,6,1.218163,5.541377,2.342963,8.22971,-3.775475,3.028384
4668,1,100,1.774659,2.369141,0.682351,6.82771,-6.053949,1.160208
4669,1,100,4.674582,-0.455002,-11.305326,-16.567611,6.680516,8.467768
4670,2,52,1.975187,5.109324,-1.283744,9.339771,-2.906185,1.391167
4670,2,48,3.087511,-1.336384,-6.186536,-11.10977,5.750745,1.409676
4671,1,100,1.061578,4.370761,3.442801,10.824634,-1.530469,0.622637
4672,1,100,-1.453031,9.122659,2.936063,10.151276,-1.07184,-3.499944
4673,1,100,4.413017,-2.273789,-7.85039,-11.577316,2.330642,6.2442
4674,1,100,4.114122,-2.415398,-13.572856,-19.524879,6.275721,7.095103
4675,1,100,0.734698,5.112725,1.065792,8.368807,-0.580662,2.853755
4676,3,51,3.985055,-0.334496,-11.133847,-21.630882,4.845041,8.237655
4676,3,44,-0.927656,6.69722,-1.098416,1.846759,-5.587966,7.988973
4676,3,5,-0.927656,6.69722,-1.098416,-3.733381,-1.533218,7.988973
4677,1,100,1.743997,8.355166,2.043011,9.319828,-7.84247,-1.634403
4678,2,31,0.892498,6.776193,-0.150801,10.406522,-9.357543,3.000322
4678,2,69,5.404624,-4.137054,-5.754336,-13.151806,4.442215,3.788032
4679,1,100,2.040358,-3.284237,-6.306474,-16.375464,6.655448,8.792106
4680,2,41,3.125652,-0.388098,-7.686621,-12.071696,6.885585,7.149585
4680,2,59,-0.658044,7.117381,0.770645,11.797802,-3.794993,2.36925
4681,1,100,1.358673,2.910395,-2.176203,-18.210418,4.42795,6.746638
4682,2,68,3.359729,-5.200334,-11.749437,-17.542642,4.657414,8.730767
4682,2,32,0.484404,4.199591,-1.210403,6.106843,-8.887314,4.148156
4683,1,100,3.798168,2.074715,0.825363,-14.480488,4.258638,-0.383079
4684,1,100,3.600902,-1.530848,-6.839383,-19.906492,1.287608,4.969557
4685,2,39,-0.22767,6.631324,0.51386,9.198886,-7.994693,0.585546
4685,2,61,3.609753,0.446584,-8.311769,-16.985176,3.688022,6.512774
4686,2,92,3.464987,0.617422,-3.184929,-12.260815,7.491913,6.718449
4686,2,8,0.836476,5.892966,-1.535555,3.365893,-3.429515,6.524557
4687,1,100,-0.98268,6.822421,-0.451906,1.520046,-5.605228,7.129862
4688,1,100,1.692474,2.832755,0.872094,3.632925,-8.418155,-0.790887
4689,1,100,-1.334551,4.032254,-0.69544,-6.616081,-1.176345,7.168344
4690,2,52,2.176865,7.056755,-0.874407,7.317078,-1.393138,4.410773
4690,2,48,4.71259,-0.414547,-5.303859,-13.597528,3.311395,4.703492
4691,1,100,2.848576,2.750027,3.140198,6.197852,-7.565841,-1.143568
4692,2,34,5.016186,-2.895361,-9.094847,-17.752758,8.077081,7.268485
4692,2,66,1.583835,6.91713,-2.339087,-9.636798,7.025164,7.210259
4693,1,100,-0.981083,7.343728,2.925765,10.329061,-9.362153,1.244326
4694,2,97,4.326873,-6.080383,-4.402073,-15.403471,7.297339,5.230859
4694,2,3,1.352699,4.62203,3.944725,11.098255,-1.739887,-0.811124
4695,1,100,4.889409,-3.95014,-8.284697,-15.516704,6.257997,8.032068
4696,1,100,2.56477,-2.566192,-6.191946,-16.408322,6.253542,7.602487
4697,1,100,0.990719,6.208111,0.063542,9.026267,-5.643356,3.595916
4698,2,64,4.145625,2.233158,1.022974,-0.41639,1.915136,1.050041
4698,2,36,1.465932,6.596428,1.035008,10.757387,-6.014892,1.041774
4699,1,100,0.360143,8.308552,1.113987,10.329767,-5.651734,1.102
4700,1,100,0.541504,6.548913,2.802324,11.819063,-6.347558,2.613629
4701,3,49,3.825106,0.164484,-7.359883,-21.071936,4.083594,6.664909
4701,3,33,3.130018,5.437047,-0.354646,-3.902868,3.078471,3.287582
4701,3,18,3.130018,5.437047,-0.354646,4.513041,-0.565549,3.287582
4702,1,100,1.514849,5.288586,3.52576,10.433145,-8.927502,-0.841536
4703,2,13,0.454692,5.452897,2.268439,12.295162,-12.082375,1.047236
4703,2,87,3.943821,-4.891233,-4.492483,-11.435151,3.831304,7.323929
4704,2,87,-1.376877,6.054507,2.031791,9.289811,-5.670849,2.454054
4704,2,13,3.455169,-0.940819,-8.254246,-20.708372,4.885582,7.868912
4705,1,100,-0.935963,4.245907,-3.160266,-4.009615,0.111562,8.941481
4706,1,100,3.138193,1.247848,-4.278387,-20.011909,7.939266,7.776783
4707,1,100,4.382125,-3.394886,-3.084763,-18.093157,5.174609,4.009444
4708,1,100,3.937666,-5.708456,-7.81999,-15.178172,5.689647,3.749097
4709,1,100,3.174143,-5.094372,-4.635874,-16.554454,3.037045,6.917938
4710,2,93,0.465625,7.480665,2.309561,7.474257,-6.434548,1.288866
4710,2,7,4.206546,-0.383844,-2.937382,-19.606963,4.996724,5.829811
4711,2,82,-0.579874,4.162035,0.925414,5.079202,-3.437599,3.943032
4711,2,18,3.994152,-2.279427,-7.468188,-11.659015,5.162968,5.291658
4712,3,38,1.846933,7.565047,1.121085,4.992125,-8.142606,3.985377
4712,3,17,3.478482,2.411395,-0.244554,-5.63951,0.09658,5.458047
4712,3,45,4.34465,-4.449276,-3.067932,-14.451558,3.952977,6.01644
4713,1,100,2.956572,-2.458098,-7.51511,-11.043317,6.818639,6.194219
4714,2,38,3.96347,0.638563,-5.768469,-9.90856,8.989136,6.637755
4714,2,62,2.404361,8.07307,-0.232088,7.309408,2.101429,2.07778
4715,1,100,1.89223,5.876042,3.782143,6.511017,-9.952145,-0.989313
4716,2,93,1.159041,6.961936,0.980525,10.135712,-8.442438,1.099984
4716,2,7,4.489922,2.889011,-5.773186,-14.193898,6.55798,6.434086
4717,1,100,6.014337,-3.714707,-2.008632,-23.876257,2.629151,5.905266
4718,1,100,3.083335,-2.684376,-9.812203,-9.14738,1.265186,5.185017
4719,1,100,1.32608,4.563723,1.099491,3.28643,-9.982538,3.858911
4720,1,100,-3.011226,7.159029,0.838975,8.485762,-9.637036,-0.462114
4721,2,79,2.59499,-0.206221,-5.580624,-19.462512,4.639205,7.56211
4721,2,21,-0.78779,4.895683,1.428713,7.038365,-7.118518,3.424084
4722,1,100,4.249332,-6.801741,-6.80789,-14.736996,6.117756,4.708076
4723,1,100,-0.927085,5.547744,1.494574,5.529996,-10.525642,2.487363
4724,2,56,4.682694,-3.307429,-9.134759,-14.337618,4.517214,8.667037
4724,2,44,1.436388,6.377268,1.144246,7.304176,-7.679291,6.418981
4725,1,100,3.928339,-2.967887,-8.611191,-14.811312,6.223751,8.07797
4726,1,100,4.250375,-1.963291,-11.328603,-18.436898,8.558778,8.02474
4727,1,100,4.805381,-4.569024,-9.584592,-18.08081,6.468284,8.502929
4728,2,76,0.898066,5.145656,-0.993469,1.574536,-5.250378,6.85326
4728,2,24,2.933578,-4.936463,-6.69268,-16.034289,4.462558,6.92141
4729,1,100,-0.660789,7.033828,1.123854,10.013407,-9.566107,2.04112
4730,3,68,4.161895,-1.002562,-8.948022,-17.501278,7.299786,5.834829
4730,3,20,2.538494,4.607722,-0.08475,4.368005,-2.716236,4.906976
4730,3,12,2.538494,4.607722,-0.08475,-4.587599,1.418757,4.906976
4731,2,69,1.668425,3.740936,1.332838,-9.370345,1.83009,7.851667
4731,2,31,4.267579,-3.000168,-5.325029,-25.006348,8.530442,9.627312
4732,1,100,-1.115431,5.033757,1.432604,9.29963,-3.69479,3.180219
4733,1,100,1.026412,6.532934,1.271897,10.128801,-7.344782,0.050522
4734,3,33,1.082876,4.625214,-0.765777,1.071046,-2.246138,7.520353
4734,3,61,3.851739,-1.886598,-8.173418,-20.187103,6.440556,8.257656
4734,3,6,1.082876,4.625214,-0.765777,-4.187381,1.275456,7.520353
4735,1,100,2.708787,5.196951,1.838848,7.265338,-1.335578,1.650447
4736,1,100,-0.900107,4.230954,1.178288,10.06947,-7.439553,-0.8439
4737,1,100,0.763137,6.967564,3.009315,7.398419,-6.937863,5.94645
4738,1,100,5.933662,-8.992134,-11.519689,-22.902915,6.418122,6.618977
4739,2,84,0.289654,6.099933,1.340743,9.172857,-6.919821,3.175248
4739,2,16,3.219281,-1.921787,-3.771869,-24.330593,5.550673,7.072274
4740,2,33,3.778667,-1.279773,-6.826685,-12.955011,7.422467,6.549229
4740,2,67,-0.128413,6.068717,1.553315,11.861131,-4.843546,1.521542
4741,1,100,3.914358,-6.279669,-9.95827,-20.936567,8.225367,6.688002
4742,1,100,-0.830798,8.456542,2.433394,3.563109,-11.468006,4.146807
4743,2,21,1.169367,4.28154,0.540082,1.4707,-9.031392,3.189841
4743,2,79,1.169368,4.281539,0.540082,-3.634534,-3.559502,3.189841
4744,3,44,1.517147,6.272926,2.16955,10.42926,-5.483932,0.934856
4744,3,41,3.177101,-2.13152,-6.163389,-16.758139,5.774014,6.657556
4744,3,15,3.177097,-1.888622,-2.966004,-10.104467,5.768641,3.704186
4745,2,86,4.479123,-5.327609,-9.713187,-19.193072,7.073363,8.423188
